"_id","title","author","description","price_amount","price_currency","rating_value","rating_count","publication_year","isbn","pages_cnt","publisher","book_cover","source_url"
"ObjectId(""6944eae3e5c85d934a345def"")","Мертвые души. Повести","Николай Гоголь","Николай Васильевич Гоголь (1809-1852) — великий русский писатель, создатель особого, неповторимого стиля в литературе. Талант Гоголя проявляется во всех его произведениях по-разному — то поражает читателя богатством языка и украинским колоритом, как в ""Вечерах на хуторе близ Диканьки"", то увлекает фантастикой петербургских повестей, то вызывает смех, как в ""Ревизоре"" и ""Мертвых душах"".",0,"RUB","4.3","9","2017","978-5-699-48580-2","768","Эксмо","https://content.img-gorod.ru/pim/products/images/d5/e4/0199ece7-b076-7179-83c5-48437455d5e4.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/mertvye-dushi-povesti-2031009"
"ObjectId(""6944eae4e5c85d934a345df0"")","Диагностика, дифференциальная диагностика и лечение детских инфекций (справочник). Издание 3-е дополненное и переработанное","Владимир Тимченко","Инфекционные заболевания в настоящее время остаются ведущей патологией детского возраста. Именно инфекции являются основной причиной летальных исходов у детей, в первую очередь, раннего возраста, а также инвалидизации и других неблагоприятных исходов.
.Одной из наиболее сложных проблем детской инфектологии является диагностика, дифференциальная диагностика и лечение инфекционных заболеваний.
.
.Большое внимание уделено полноценному питанию. Включение в рацион питания биологически активных добавок (БАД), восполняющих в организме недостаток витаминов, минеральных компонентов и биологически активных веществ, способствует поддержанию функциональной активности органов и систем, повышению неспециф",0,"RUB",,,"2010","593979100X","384","ЭЛБИ","https://content.img-gorod.ru/pim/products/images/0d/bb/018ed4fd-eb16-7810-a169-bb7018460dbb.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/diagnostika-differencialnaya-diagnostika-i-lechenie-detskih-infekciy-spravochnik-izdanie-3-e-dopolnennoe-i-pererabotannoe-2030990"
"ObjectId(""6944eae4e5c85d934a345df1"")","Диалоги с Иосифом Бродским","Соломон Волков","Диалоги с Бродским - книга для русской литературной культуры уникальная. Она содержит гигантское количество фактического материала, это откровенный вызов будущим исследователям.",0,"RUB",,,"2007","978-5-699-08032-8","640","Эксмо","https://content.img-gorod.ru/pim/products/images/98/92/0199e8a5-8510-7686-9d83-2d4e734e9892.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/dialogi-s-iosifom-brodskim-2030938"
"ObjectId(""6944eae4e5c85d934a345df2"")","""История живописи всех времен и народов"". Современное написание. Т.4","Александр Бенуа","Личность Александра Николаевича Бенуа поражает своим масштабом. Впервые в истории русской эстетической мысли им была обоснована национальная самобытность международные связи русского искусства нового времени. ""История живописи всех времен и народов"" - пожалуй, самая значительная работа А.Н.Бенуа по истории мирового искусства. Вышедшая в свет в 1912-1917 годах, книга эта впервые издается в послереволюционный период. В настоящем издании предлагается полный текст `Истории живописи всех времен и народов`, переведенный на современный алфавит и орфографию и таким образом впервые ставший доступным читателю XXI века. 4-й том этой книги по-своему уникален. Каждый из трех предыдущих томов состоял из ш",0,"RUB",,,"2004","5765439888","448","Нева","https://content.img-gorod.ru/pim/products/images/ea/c2/018ed4fd-dd92-7188-bc22-a8695616eac2.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/istoriya-zhivopisi-vseh-vremen-i-narodov-sovremennoe-napisanie-t-4-2030946"
"ObjectId(""6944eae6e5c85d934a345df3"")","Гендерная психология: Учебное пособие","Татьяна Бендас","В учебном пособии представлена новая отрасль психологической науки - гендерная психология. По разным проявлениям психики и поведения сравниваются девочки и мальчики, женщины и мужчины. Используются материалы многочисленных отечественных и...",0,"RUB","4.3",,"2018","978-5-496-02072-5","432","Питер","https://content.img-gorod.ru/pim/products/images/4d/f0/01907c7b-4f80-70d5-874a-f84abeb84df0.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/gendernaya-psihologiya-uchebnoe-posobie-2030829"
"ObjectId(""6944eae6e5c85d934a345df4"")","Практические занятия по математике: Учебное пособие. 10 -е изд.","Николай Богомолов","Настоящее пособие представляет собой руководство к решению задач по всем разделам программы по математике для техникумов на базе неполной и полной средней школы.",0,"RUB",,,"2008","5060039404","495","Высшая школа","https://content.img-gorod.ru/pim/products/images/a5/8d/018ed4fd-9c27-767e-b04f-83774645a58d.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/prakticheskie-zanyatiya-po-matematike-uchebnoe-posobie-10-e-izd-2030796"
"ObjectId(""6944eae6e5c85d934a345df5"")","Индуизм: творящие ритмы","Маргарита Альбедиль","Индуизм, традиционную религию Индии, одну из древнейших в мире, - называют ""парламентом религий"". Многими своими чертами он разительно отличается от привычного нам христианства. В самом деле, индуизм представляет собой пеструю и причудливую смесь разнообразных верований, мифов, ритуалов, теологических построений, философских прозрений, социальных предписаний, поведенческих нормативов и многого другого. Эта смесь на первый взгляд кажется хаотичной, но она объединена в нерасторжимое органическое целое глубинными смысловыми связями.Индуизм не теряет своей культуротворящей энергии уже не одно тысячелетие, удовлетворяя нужды огромного числа людей - от столичного высокообразованного ученого-пандит",0,"RUB",,,"2004","5-352-00945-9","256","Азбука","https://content.img-gorod.ru/pim/products/images/33/80/018ed4fd-9818-7b2e-bb90-9d1cfe9d3380.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/induizm-tvoryashchie-ritmy-2030783"
"ObjectId(""6944eae6e5c85d934a345df6"")","Класс","Татьяна и Олег Алексеенковы","Многомиллионные сделки, роскошные женщины, мощные машины... Как сложно добиться всего этого и как легко потерять, когда криминальные структуры берут тебя на прицел! Кто сможет остановить беспредельщиков? Об этом вы узнаете из боевика Татьяны и Олега Алексеенковых «Класс». Со времен Бушкова и Марининой вы не читали ничего подобного!",0,"RUB",,,"2004","5-352-00986-6","352","Азбука","https://content.img-gorod.ru/pim/products/images/50/04/018ed4fd-96ba-7e56-879e-211b0c065004.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/klass-2030780"
"ObjectId(""6944eae6e5c85d934a345df7"")","Пушкинский дом","Андрей Битов","Роман «Пушкинский дом» был закончен А. Битовым в 1971 году. Впервые издан в США в 1978 году. К 1989 году вышло первое издание в России. «Пушкинский дом» называют «эпохальной книгой», «текстом... который равноценен самым большим романам XX века».",0,"RUB",,,"2004","5-352-01068-6","512","Азбука","/_static/fallback-cover.webp","https://www.chitai-gorod.ru/product/pushkinskiy-dom-2030778"
"ObjectId(""6944eae6e5c85d934a345df8"")","Стена","Жан Сартр","Жан-Поль Сартр - без этого имени немыслимо представить себе историю французской философии и литературы XX века. Мир и по сей день продолжает зачитываться его произведениями. Сам же автор в 1964 году отказался от Нобелевской премии в области...",0,"RUB",,,"2004","5-352-00999-8","224","Азбука","/_static/fallback-cover.webp","https://www.chitai-gorod.ru/product/stena-2030777"
"ObjectId(""6944eae6e5c85d934a345df9"")","Фонд","Татьяна и Олег Алексеенковы","Когда меньше всего ждешь, в нашу жизнь вмешивается «Его величество случай» и своевольно диктует свои законы развития событий. И тогда понимаешь, что уже нельзя просто плыть по течению, что нужно бороться и выживать ради тех, кого любишь, не обращая внимания на слабую, предательскую мысль — спасать себя, и только себя... Книги Татьяны и Олега Алексеенковых — это не просто детективы. Это остросюжетные романы, в которых интрига выстроена по всем правилам, а действия героев порой непредсказуемы и чреваты неожиданными последствиями. Впрочем, они не виноваты в том, что не желают становиться пешками в чужой политической игре, даже если одна из играющих сторон — вездесущее КГБ или испанская мафия. Ж",0,"RUB",,,"2004","5-352-00985-8","480","Азбука","https://content.img-gorod.ru/pim/products/images/29/26/018ed4fd-9757-79b9-b5f8-966493a22926.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/fond-2030781"
"ObjectId(""6944eae6e5c85d934a345dfa"")","Афоризмы житейской мудрости","Артур Шопенгауэр","«Афоризмы житейской мудрости» А. Шопенгауэра — одно из наиболее значительных и популярных этических произведений в новоевропейской философии. Опирающийся на основное сочинение Шопенгауэра «Мир как воля и представление», этот трактат дает яркую и целостную картину философского восприятия жизни, с его отношением к воспитанию, долгу, судьбе, одиночеству.",0,"RUB",,,"2013","978-5-352-01033-4","256","Азбука","https://content.img-gorod.ru/pim/products/images/70/8d/018f5d01-f3ba-767e-af2b-15c45b7d708d.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/aforizmy-zhiteyskoy-mudrosti-2030776"
"ObjectId(""6944eae6e5c85d934a345dfb"")","Заколдованное кресло: Роман","Гастон Леру","Роман признанного мастера детективного жанра Гастона Леру ""Заколдованное кресло"" стоит в его наследии несколько особняком, поскольку написан с большим юмором и весьма иронично. В некотором смысле это ""черная"" детективная комедия с динамичным и...",0,"RUB",,,"2010","978-5-352-01011-2","224","Азбука","https://content.img-gorod.ru/pim/products/images/81/97/018ed4fd-93f8-7d1b-9912-349a7a588197.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/zakoldovannoe-kreslo-roman-2030775"
"ObjectId(""6944eae7e5c85d934a345dfc"")","Кубинский зал","Колин Харрисон","Билл Уайет, преуспевающий адвокат и счастливый семьянин, в один миг лишается семьи, работы и положения в обществе. В полном одиночестве он бродит по улицам Нью-Йорка и случайно попадает в уютный манхэттенский ресторан, где знакомится с привлекательной управляющей Элисон Спаркс. Только с ее позволения можно войти в таинственный Кубинский зал, куда открыт доступ лишь избранным. Заинтригованный Уайет решает во что бы то ни стало проникнуть туда, но, когда ему это удается, он понимает, что выйти наружу живым труднее, чем пролезть в игольное ушко.",0,"RUB",,,"2010","2000020307651","720","Иностранка","https://content.img-gorod.ru/pim/products/images/3a/27/018f5d0c-0687-7dfd-8d5c-21d941823a27.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/kubinskiy-zal-2030765"
"ObjectId(""6944eae7e5c85d934a345dfd"")","Новый русско-английский и англо-русский словарь, двухсторонний, 44000 слов","Сергей Тюленев","Кн.-перевертыш. Словарь содержит около 25 000 слов современного английского языка с подробной разработкой значений и примерами словоупотребления. В конце словаря дано 16 приложений, содержащих много полезной информации грамматического, энциклопедического и лингвострановедческого характера. Предназначен для широкого круга читателей, изучающих английский язык на разных этапах обучения, а также для преподавателей английского языка.",0,"RUB",,,"2007","5-17-026895-5","1216","АСТ","https://content.img-gorod.ru/pim/products/images/db/0c/018ed4fd-8df9-7afb-a6c1-6c0aefa9db0c.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/novyy-russko-angliyskiy-i-anglo-russkiy-slovar-dvuhstoronniy-44000-slov-2030756"
"ObjectId(""6944eae7e5c85d934a345dfe"")","Синяя Шапочка","Александр Федоров-Давыдов","Книжка с вырубкой и прекрасными иллюстрациями привлечет к себе внимание маленьких читателей и не позволит им скучать.",0,"RUB","5.0",,"2004","5-17-026700-2","8","АСТ","https://content.img-gorod.ru/pim/products/images/68/fe/0199e904-b56e-75eb-98fb-218494e968fe.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/sinyaya-shapochka-2030752"
"ObjectId(""6944eae7e5c85d934a345dff"")","Двор российских императоров","В. Федорченко","Российский Двор был одним из самых блестящих во всей Европе. За триста лет придворным ведомством были накоплены громадные богатства. По своему великолепию русский Двор сопоставим лишь с Версалем времен Людовика XV. Торжественные приемы, балы, шествия, маскарады, спектакли, иллюминации, фейерверки - нескончаемая череда праздников, буйство красок и пиршество духа.",0,"RUB",,,"2004","5-17-024460-6","592","АСТ","https://content.img-gorod.ru/pim/products/images/f5/fd/0199ed41-6410-73e7-b370-55886d1af5fd.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/dvor-rossiyskih-imperatorov-2030751"
"ObjectId(""6944eae7e5c85d934a345e00"")","Похитители бриллиантов.Капитан Сорвиголова","Луи Анри Буссенар","В томе представлены наиболее известные произведения классика французской литературы Луи Буссенара.",0,"RUB","2.0",,"2010","978-5-17-024741-7","728",,"https://content.img-gorod.ru/pim/products/images/e1/05/0199e8fa-6e2d-797a-896d-b82873f9e105.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/pohititeli-brilliantov-kapitan-sorvigolova-2030745"
"ObjectId(""6944eae7e5c85d934a345e01"")","Создай свой Web-сайт",,"Не нужно быть компьютерным гением, чтобы попасть во Всемирную Паутину.Книга, которую вы держите в руках, доказывает это.Четкие инструкции и проиллюстрированные примеры проведут вас по всем ступеням к созданию собственного web-сайта. Здесь вы найдете информацию о том, как разместить текст на странице, какие программы можно использовать, какой язык понимает компьютер и сколько стоит все это удовольствие. Как только вы научитесь создавать элементарные web-страницы, вы сможете размещать на них картинки, звуковые файлы, анимацию. Когда ваш сайт достигнет совершенства, вы сможете разместить его в Интернете, где он предстанет взорам миллионов пользователей.",0,"RUB",,,"2004","5-17-026262-0","48","АСТ","https://content.img-gorod.ru/pim/products/images/a8/d0/0199edcf-c0c3-70d8-ad7d-32fb6f8fa8d0.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/sozday-svoy-web-sayt-2030746"
"ObjectId(""6944eae7e5c85d934a345e02"")","Идеальная фигура",,,0,"RUB",,,"2004","985-13-2205-9","285","Харвест","https://content.img-gorod.ru/pim/products/images/8b/89/0199e91a-7258-771b-9441-18dc5ecb8b89.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/idealnaya-figura-2030735"
"ObjectId(""6944eae7e5c85d934a345e03"")","Нашла себе блондина","Екатерина Вильмонт","В книге также: Фабиан: Пер.с нем./Э.Кестнер",0,"RUB",,,"2004","5-17-024235-2","672","АСТ","https://content.img-gorod.ru/pim/products/images/e3/c1/0199ed32-e239-717f-ac91-50c6a9e0e3c1.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/nashla-sebe-blondina-2030730"
"ObjectId(""6944eae7e5c85d934a345e04"")","Новгородская ведьма","Дарья Иволгина","Они всего лишь хотели сыграть в ролевую игру. Воссоздать великую битву далекого прошлого. Но - что-то случилось. Прошлое само настигло их и стало реальностью. Вихри времени забросили людей нашего столетия в кровавую эпоху царя Ивана Грозного. В страшные годы опричнины и бесконечных войн с Ливонским орденом. Здесь надо уметь сражаться. Здесь надо учиться выживать...",0,"RUB",,,"2004","5-17-026467-4","432","АСТ","https://content.img-gorod.ru/pim/products/images/23/f6/0199e8f1-e24a-7b48-8cac-6271272b23f6.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/novgorodskaya-vedma-2030714"
"ObjectId(""6944eae8e5c85d934a345e05"")","Черное белое","Наталья Андреева",,0,"RUB","5.0",,"2004","5-17-026438-0","448","АСТ","https://content.img-gorod.ru/pim/products/images/66/89/0199e912-42e2-752e-a13c-5c53f2876689.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/chernoe-beloe-2030710"
"ObjectId(""6944eae8e5c85d934a345e06"")","Души потемки","Владимир Наумов","Мир ""меча и магии"", в котором обычный парень из НАШЕГО мира оказывается Избранным... СКОЛЬКО РАЗ уже это было? Нет. ЭТОГО еще НЕ БЫЛО! Не было ни прекрасной ведьмы Забудь-Забудь, ни мохнатого малыша-монстра Топ-Топ, ни весьма нестандартных ""живых мертвецов"", ни потрясающего пса Царга... Не было ТАКОГО обаятельного юмора и ТАКИХ оригинальных приключений!",0,"RUB",,,"2004","5-17-022937-2","336","АСТ","https://content.img-gorod.ru/pim/products/images/1a/96/0199ed46-e34c-7afb-9306-5c90f2371a96.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/dushi-potemki-2030708"
"ObjectId(""6944eae8e5c85d934a345e07"")","Курица в полете","Екатерина Вильмонт","Она — прирожденная кулинарка, готовит так — пальчики оближешь! Вот только облизывать пальчики некому. Мужчины в жизни Эллы появляются и тают, как ее пирожки во рту. Да и стоит ли расточать свои способности, свою красоту на каждого встречного? Где тот единственный, который оценит ее и примет такой, какая она есть? Застенчивую, не слишком уверенную в себе, и все-таки прекрасную? Она готова ждать… Только для него — настоящий пир! А остальным — хватит и «курицы в полете».",0,"RUB",,,"2009","978-5-17-025929-8","320","АСТ","https://content.img-gorod.ru/pim/products/images/0b/c0/0199ed5e-6ef8-79c3-8845-b7a17a680bc0.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/kurica-v-polete-2030707"
"ObjectId(""6944eae8e5c85d934a345e08"")","Курица в полете","Екатерина Вильмонт","Она — прирожденная кулинарка, готовит  так — пальчики оближешь! Вот только облизывать пальчики некому. Мужчины в  жизни Эллы появляются и тают, как ее пирожки  во рту. Да и стоит ли расточать свои способности, свою красоту на каждого встречного?  Где тот единственный, который оценит ее и примет такой, какая она есть? Застенчивую, не слишком уверенную в себе, и все-таки прекрасную? Она готова ждать… Только для него — настоящий пир! А остальным — хватит и «курицы в полете».",0,"RUB",,,"2007","978-5-17-025931-1","320","АСТ","https://content.img-gorod.ru/pim/products/images/f4/4d/0199ed5e-6bfd-7995-b3d1-870bee55f44d.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/kurica-v-polete-2030706"
"ObjectId(""6944eae8e5c85d934a345e09"")","Черное белое","Наталья Андреева","Задумав преступление, надо выбрать жертву. Надо обставить все так, чтобы жертва поверила в происходящее. Поверила в то, что она жертва. И победа уже близка... Но в этот момент случается неожиданное: черное оборачивается белым, победа - поражением....",0,"RUB",,,"2004","5-17-026439-9","448","АСТ","https://content.img-gorod.ru/pim/products/images/dc/9f/0199e92c-a110-7d45-a03d-b8dae9f0dc9f.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/chernoe-beloe-2030711"
"ObjectId(""6944eae8e5c85d934a345e0a"")","Пастырь","Андрей Кавун","Пути Господни неисповедимы... Эту истину с лихвой испытал Сергей Леванцов, герой романа ""Пастырь"", почти случайно шагнувший из легкого и беззаботного существования в совершенно иную жизнь. Он испытал душевные муки, он вынес непомерные страдания. Он победил. Он познал счастье и любовь...",0,"RUB",,,"2004","5-17-026662-6","272","АСТ","https://content.img-gorod.ru/pim/products/images/4e/6a/0199edc7-05e4-7a83-8325-c4cd36164e6a.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/pastyr-2030705"
"ObjectId(""6944eae8e5c85d934a345e0b"")","Тайна Тихого океана","Игорь Чубаха","Вашему вниманию предлагается веселый иронический детектив мастера детективного жанра. Совершенно секретный суперагент вплотную приблизился к разгадке самой страшной тайны — Тайны Тихого океана…",0,"RUB",,,"2004","5-17-027317-7","416","АСТ","https://content.img-gorod.ru/pim/products/images/ae/4d/0199e90a-0f06-7f18-8435-8dbf14d2ae4d.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/tayna-tihogo-okeana-2030702"
"ObjectId(""6944eae8e5c85d934a345e0c"")","Тайна Черного моря","Игорь Чубаха",,0,"RUB",,,"2004","5-17-027313-4","512","АСТ","https://content.img-gorod.ru/pim/products/images/14/82/0199ed94-b404-79c5-b167-e7f109581482.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/tayna-chernogo-morya-2030703"
"ObjectId(""6944eae8e5c85d934a345e0d"")","Шансон для братвы","Дмитрий Черкасов","""Пацанам России - конкретно красе и чисто гордости нации - посвящается эта книга"".   Дмитрий Черкасов",0,"RUB","5.0",,"2005","5-17-025911-5","480","АСТ","https://content.img-gorod.ru/pim/products/images/3a/e3/0199e92c-e266-7b0e-89b0-7e66c6fc3ae3.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/shanson-dlya-bratvy-2030701"
"ObjectId(""6944eae8e5c85d934a345e0e"")","Двери паранойи","Андрей Дашков","""Жизнь - это сон на пути к смерти..."". И сон ваш вполне может стать кошмаром, если вы помешаете убийцам, способным входить в сновидения!.. Паранойя - это РЕАЛИЗМ нашего времени, а галлюцинации - его РЕАЛЬНОСТЬ. Психушка - это всего лишь краткая передышка для человека, обладающего СТРАШНЫМ даром Видеть - ВНЕШНЕ невидимое...Бежать? Конечно, бежать!.. Но, убежав однажды, ты будешь бежать ВСЕГДА...",0,"RUB",,,"2004","5-17-025536-5","352","АСТ","https://content.img-gorod.ru/pim/products/images/6c/2a/0199e8d7-c6b2-74e6-8753-94bdb5ca6c2a.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/dveri-paranoyi-2030709"
"ObjectId(""6944eae8e5c85d934a345e0f"")","Характеры, или Нравы нынешнего века","Жан де Лабрюйер","Проза Лабрюйера скорее нравоописательна, чем нравоучительна, морализм его расцвечен чередой изящных анекдотов и ""грешит"" скорее гуманизмом, чем ригоризмом. Если Ларошфуко был ""плотью от плоти"" культуры барокко, то Лабрюйер - яркий представитель снисходительной, эпикурейской философии эпохи рококо...",0,"RUB",,,"2004","5-17-025574-8","464","АСТ","https://content.img-gorod.ru/pim/products/images/d4/5c/0199e910-a0a4-762a-b0ed-df688ef9d45c.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/haraktery-ili-nravy-nyneshnego-veka-2030699"
"ObjectId(""6944eae8e5c85d934a345e10"")","Самец","Дмитрий Черкасов","Веселый иронический детектив известного мастера детективного жанра и меткой пародии.",0,"RUB",,,"2005","5-17-026334-1","320","АСТ","https://content.img-gorod.ru/pim/products/images/7a/ab/0199ed88-b4f8-748b-9273-d58e6b747aab.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/samec-2030700"
"ObjectId(""6944eae8e5c85d934a345e11"")","Триумфальная арка","Эрих Мария Ремарк","Это - красивейший из европейских романов ХХ века. Роман о любви, войне и смерти.",0,"RUB","5.0",,,"978-5-17-026269-4","512","АСТ","https://content.img-gorod.ru/pim/products/images/e7/33/0199e90c-a414-714f-9528-5b30677be733.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/triumfalnaya-arka-2030695"
"ObjectId(""6944eae8e5c85d934a345e12"")","Вечерние новости","Артур Хейли","Что - в вечерних новостях? Как поется в старой песне, ""смерть - на автодорогах, смерть - на авиатрассах"". Горит мир. Горят страны. Что - за кадром вечерних новостей? Все - как всегда. Мелкие интриги и мелочные обиды. Большие проблемы и большие чувства. Продолжается жизнь. Продолжается шоу. Вы думаете - это страшно? Нет. Это обычная профессия сильных мужчин и красивых женщин. Просто - работа. Просто - судьба. Просто - профессионалы играют в смерть и опасность...",0,"RUB",,,,"978-5-17-025995-3","624","АСТ","https://content.img-gorod.ru/pim/products/images/58/10/0199ed35-e1aa-7205-ad7e-e62d37ab5810.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/vechernie-novosti-2030696"
"ObjectId(""6944eae9e5c85d934a345e13"")","2-я эннеада. 3-е изд."," Плотин","Плотин (ок. 204-270) — один из самых выдающихся мыслителей, единственный наследник великого Платона — этого «бога философов». Создатель собственной оригинальной системы философии и миросозерцания, Плотин широко известен русскому думающему читателю, но и практически не знаком ему. Во вторую эннеаду вошли девять трактатов, объединенных натурфилософской тематикой (в широком смысле этого слова — связи человека с чувственным космосом и умопостигаемой вселенной), переведенных с древнегреческого языка и заново отредактированных, с обширными комментариями и приложением оригинального древнегреческого текста.
.Для всех интересующихся историей античной культуры и философии.",0,"RUB",,,"2016","5743502218","384","Издательство Олега Абышко","https://content.img-gorod.ru/pim/products/images/46/19/018ed4fd-66a4-7063-a5bd-b2cda79b4619.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/2-ya-enneada-3-e-izd-2030661"
"ObjectId(""6944eae9e5c85d934a345e14"")","Дизайн работ в организациях Психология труда и организационная психология т.3 (м)","Эрих Кирхлер","Книга посвящена проблеме того, как наилучшим способом распределить задания между персоаналом.",0,"RUB",,,"2003","966958597X","212","Гуманитарный Центр","/_static/fallback-cover.webp","https://www.chitai-gorod.ru/product/dizayn-rabot-v-organizaciyah-psihologiya-truda-i-organizacionnaya-psihologiya-t-3-m-2030662"
"ObjectId(""6944eae9e5c85d934a345e15"")","Соленый арбуз","Владимир Орлов","""Соленый арбуз"". Первое значительное произведение в творчестве Владимира Орлова. Это роман о молодых людях, о первой любви, надеждах и разочарованиях. О месте человека в нашем сложном непредсказуемом...",0,"RUB",,,"2004","5-17-027009-7","320","АСТ","https://content.img-gorod.ru/pim/products/images/4e/cf/0199e907-34f0-7b87-9e12-004aaa914ecf.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/solenyy-arbuz-2030698"
"ObjectId(""6944eae9e5c85d934a345e16"")","Лекарство для души","Лууле Виилма","Автор серии книг, специалист с многолетним опытом в области медицинских и духовных практик, рассказывает о разработанном ею учении. Суть его состоит в том, что, научившись правильно думать и прощать себя в самом широком смысле, человек обретает...",0,"RUB","3.0",,"2006","9984-10-182-7","688","Аплис","https://content.img-gorod.ru/pim/products/images/26/20/0199e8e8-df3e-7353-884d-a6b44a0b2620.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/lekarstvo-dlya-dushi-2030657"
"ObjectId(""6944eae9e5c85d934a345e17"")","Братья Господни: Исследования по истории древней Церкви. 2-е изд.","Алексей Лебедев","Сборник работ по истории древней Церкви (преимущественно апостольского периода и эпохи первых Вселенских соборов) под общим названием ""Братья Господни"" принадлежит перу замечательного русского историка Церкви, профессору Московской Духовной академии и заслуженному профессору Московского университета Алексею Петровичу Лебедеву (1845-1908). Огромная церковно-историческая эрудиция и разнообразие творческих интересов позволяли А.П.Лебедеву всегда находиться на самом высоком научном уровне в своих исследованиях, будь это разыскания в области евангельской истории о братьях Господних или рассмотрение профессии церковного писателя в первые века христианской эры, быт и нравы апостольского времени, пр",0,"RUB",,,"2010","5743502153","352","Издательство Олега Абышко","https://content.img-gorod.ru/pim/products/images/17/c2/018ed4fd-61c9-7bb4-bab9-9e3c2e7517c2.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/bratya-gospodni-issledovaniya-po-istorii-drevney-cerkvi-2-e-izd-2030654"
"ObjectId(""6944eae9e5c85d934a345e18"")","Венеция","Э Цвингл","""Путеводитель National Geographic"" познакомит вас с лучшим, что есть в Венеции. Состоящий из трех основных разделов, иллюстрированный путеводитель начинается с краткого историко-культурного обзора. Далее следуют семь глав, детально описывающих наиболее интересные достопримечательности города. Последняя глава - об окрестностях Венеции. Каждую главу предваряет краткое содержание для облегчения поиска информации. Описанию каждого района города сопутствуют карты с обозначением достопримечательностей и предлагаемых маршрутов экскурсий. Тексты на цветных плашках рассказывают об интересных подробностях истории и культуры.Последний раздел, ""Советы путешественнику"", содержит информацию, необходимую д",0,"RUB",,,"2010","978-5-17-025350-0","272",,"https://content.img-gorod.ru/pim/products/images/1c/74/0199ed35-25e7-78b1-8ce6-3237700c1c74.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/veneciya-2030624"
"ObjectId(""6944eae9e5c85d934a345e19"")","Привал","Владимир Кунин","Повести и рассказы Кунина, вошедшие в книгу, — очень разные сюжетно и стилистически — еще ярче раскрывают многогранность таланта писателя. «Привал» — страстное и поэтичное произведение о любви на поле битвы. Любви, у которой нет ни прошлого, ни будущего. «Воздухоплаватель» — увлекательная, добрая и озорная история о первых русских авиаторах. «Старшина» — мягкое, лиричное повествование о войне и людях на войне. «Пилот первого класса» — напряженное, остросюжетное повествование о маленьком, затерянном в степи аэродроме. И наконец, яростный, яркий, пронзительный «Самолет» — рассказ, силу которого НЕВОЗМОЖНО ПЕРЕДАТЬ!",0,"RUB",,,"2004","5-17-024398-7","640","АСТ","https://content.img-gorod.ru/pim/products/images/42/0e/0199ed7d-a0ee-74a1-aeae-a169999b420e.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/prival-2030619"
